Rank,Company Name,Ticker,Status,Note,Sector,Subsector,Filing Date,Revenue Millions,Revenue Growth Pct,Total Ai Mentions,Ai Count,Ml Count,Deep Learning Count,Neural Network Count,Genai Count,Llm Count,Gpt Count,Ai Classification,Benefit Quote,Risk Quote,All Quotes,Sec Url,Mentions Metadata
11,Costco Wholesale,COST,has_10k,,Retail,Variety Stores,2022-10-05T00:00:00Z,195929.0,,0,0,0,0,0,0,0,0,no_ai_mention,,We are undertaking large technology and IT transformation projects. The failure of these projects could adversely impact our business plans and potentially impair our day to day business operations.,"[{""text"": ""We are undertaking large technology and IT transformation projects. The failure of these projects could adversely impact our business plans and potentially impair our day to day business operations."", ""type"": ""risk""}, {""text"": ""We are currently making substantial investments in maintaining and enhancing our digital resiliency and failure or delay in these projects could be costly and harmful to our business."", ""type"": ""risk""}]",https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=COST&type=10-K,
12,Cigna,CI,has_10k,,Financial Services,Hospital And Medical Service Plans,2022-02-24T00:00:00Z,174078.0,,8,7,0,1,0,0,0,0,both,"With our Labs, which are state-of-the-art research facilities and shared spaces for collaboration, ideation and innovation, we gather with our clients and industry leaders to solve the toughest challenges in the health care system, including: better managing the most complex and expensive disease states, such as oncology; improving care access and delivery, such as worksite, home and virtual care; and planning for emerging trends, such as artificial intelligence, and industry disruptors, such as COVID-19.","The FTC has also been active with respect to companies' use of big data and artificial intelligence (""AI""), specifically ensuring fair and equitable use of these tools, and the FTC has named AI as an area of enforcement focus. State legislatures and regulators are similarly interested in the use of AI, particularly as it is used in modeling, and a handful of states have either passed legislation or issued regulatory guidance concerning AI.","[{""text"": ""With our Labs, which are state-of-the-art research facilities and shared spaces for collaboration, ideation and innovation, we gather with our clients and industry leaders to solve the toughest challenges in the health care system, including: better managing the most complex and expensive disease states, such as oncology; improving care access and delivery, such as worksite, home and virtual care; and planning for emerging trends, such as artificial intelligence, and industry disruptors, such as COVID-19."", ""type"": ""benefit""}, {""text"": ""The FTC has also been active with respect to companies' use of big data and artificial intelligence (\""AI\""), specifically ensuring fair and equitable use of these tools, and the FTC has named AI as an area of enforcement focus. State legislatures and regulators are similarly interested in the use of AI, particularly as it is used in modeling, and a handful of states have either passed legislation or issued regulatory guidance concerning AI."", ""type"": ""risk""}]",https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CI&type=10-K,"[{""term"":""artificial_intelligence"",""section_num"":""10"",""section_name"":""of this Form"",""position"":126828},{""term"":""deep_learning"",""section_num"":""7"",""section_name"":""of this Form"",""position"":171442},{""term"":""artificial_intelligence"",""section_num"":""1A"",""section_name"":""of this Form"",""position"":216483},{""term"":""AI"",""section_num"":""1A"",""section_name"":""of this Form"",""position"":216509},{""term"":""AI"",""section_num"":""1A"",""section_name"":""of this Form"",""position"":216598},{""term"":""AI"",""section_num"":""1A"",""section_name"":""of this Form"",""position"":216707},{""term"":""AI"",""section_num"":""1A"",""section_name"":""of this Form"",""position"":216847},{""term"":""AI"",""section_num"":""1A"",""section_name"":""of this Form"",""position"":217187}]"
13,AT&T,T,has_10k,,Telecommunications,Telephone Communications (No Radiotelephone),2022-02-16T00:00:00Z,168864.0,,0,0,0,0,0,0,0,0,no_ai_mention,"During 2022, we will also continue to prioritize efficiency, led by our cost transformation initiative and continued transition from our hardware-based network technology to more efficient and less expensive software-based technology.",,"[{""text"": ""During 2022, we will also continue to prioritize efficiency, led by our cost transformation initiative and continued transition from our hardware-based network technology to more efficient and less expensive software-based technology."", ""type"": ""benefit""}, {""text"": ""The expansion builds on our recent years' investment to convert to a software-based network, managing the migration of wireline customers to services using our fiber infrastructure to provide broadband technology. Software-based technologies align with our global leadership in software defined network (SDN) and network function virtualization (NFV). This network approach delivers a demonstrable cost advantage in the deployment of next-generation technology over the traditional, hardware-intensive network approach."", ""type"": ""benefit""}]",https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=T&type=10-K,
14,Microsoft,MSFT,has_10k,,Software & Technology,Prepackaged Software,2022-07-28T00:00:00Z,168088.0,,46,42,4,0,0,0,0,0,both,"In March 2022, we completed our acquisition of Nuance Communications, Inc. (""Nuance"") for a total purchase price of $18.8 billion, consisting primarily of cash. Nuance is a cloud and artificial intelligence (""AI"") software provider with healthcare and enterprise AI experience, and the acquisition will build on our industry-specific cloud offerings.","AI algorithms may be flawed. Datasets may be insufficient or contain biased information. Ineffective or inadequate AI development or deployment practices by Microsoft or others could result in incidents that impair the acceptance of AI solutions or cause harm to individuals or society. These deficiencies and other failures of AI systems could subject us to competitive harm, regulatory action, legal liability, including under new proposed legislation regulating AI in jurisdictions such as the European Union (""EU""), and brand or reputational harm.","[{""text"": ""In March 2022, we completed our acquisition of Nuance Communications, Inc. (\""Nuance\"") for a total purchase price of $18.8 billion, consisting primarily of cash. Nuance is a cloud and artificial intelligence (\""AI\"") software provider with healthcare and enterprise AI experience, and the acquisition will build on our industry-specific cloud offerings."", ""type"": ""benefit""}, {""text"": ""AI algorithms may be flawed. Datasets may be insufficient or contain biased information. Ineffective or inadequate AI development or deployment practices by Microsoft or others could result in incidents that impair the acceptance of AI solutions or cause harm to individuals or society. These deficiencies and other failures of AI systems could subject us to competitive harm, regulatory action, legal liability, including under new proposed legislation regulating AI in jurisdictions such as the European Union (\""EU\""), and brand or reputational harm."", ""type"": ""risk""}]",https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MSFT&type=10-K,"[{""term"":""artificial_intelligence"",""section_num"":"""",""section_name"":""PREAMBLE"",""position"":52490},{""term"":""AI"",""section_num"":"""",""section_name"":""PREAMBLE"",""position"":52522},{""term"":""AI"",""section_num"":"""",""section_name"":""PREAMBLE"",""position"":54727},{""term"":""AI"",""section_num"":"""",""section_name"":""PREAMBLE"",""position"":56431},{""term"":""AI"",""section_num"":"""",""section_name"":""PREAMBLE"",""position"":57193},{""term"":""AI"",""section_num"":"""",""section_name"":""PREAMBLE"",""position"":58711},{""term"":""AI"",""section_num"":"""",""section_name"":""PREAMBLE"",""position"":59173},{""term"":""AI"",""section_num"":"""",""section_name"":""PREAMBLE"",""position"":59375},{""term"":""AI"",""section_num"":"""",""section_name"":""PREAMBLE"",""position"":59540},{""term"":""AI"",""section_num"":"""",""section_name"":""PREAMBLE"",""position"":59625},{""term"":""machine_learning"",""section_num"":"""",""section_name"":""PREAMBLE"",""position"":59678},{""term"":""machine_learning"",""section_num"":"""",""section_name"":""PREAMBLE"",""position"":59722},{""term"":""machine_learning"",""section_num"":"""",""section_name"":""PREAMBLE"",""position"":59769},{""term"":""AI"",""section_num"":"""",""section_name"":""PREAMBLE"",""position"":59818},{""term"":""AI"",""section_num"":"""",""section_name"":""PREAMBLE"",""position"":64441},{""term"":""AI"",""section_num"":"""",""section_name"":""PREAMBLE"",""position"":68684},{""term"":""AI"",""section_num"":""8"",""section_name"":""of this Form"",""position"":93781},{""term"":""machine_learning"",""section_num"":""8"",""section_name"":""of this Form"",""position"":93814},{""term"":""AI"",""section_num"":""8"",""section_name"":""of this Form"",""position"":95344},{""term"":""AI"",""section_num"":""8"",""section_name"":""of this Form"",""position"":95727},{""term"":""AI"",""section_num"":""8"",""section_name"":""of this Form"",""position"":109118},{""term"":""AI"",""section_num"":""8"",""section_name"":""of this Form"",""position"":109351},{""term"":""AI"",""section_num"":""8"",""section_name"":""of this Form"",""position"":109990},{""term"":""AI"",""section_num"":""8"",""section_name"":""of this Form"",""position"":113758},{""term"":""artificial_intelligence"",""section_num"":""1"",""section_name"":""A"",""position"":137293},{""term"":""AI"",""section_num"":""1"",""section_name"":""A"",""position"":137325},{""term"":""AI"",""section_num"":""1"",""section_name"":""A"",""position"":160814},{""term"":""AI"",""section_num"":""1"",""section_name"":""A"",""position"":161888},{""term"":""AI"",""section_num"":""1"",""section_name"":""A"",""position"":161953},{""term"":""AI"",""section_num"":""1"",""section_name"":""A"",""position"":162067},{""term"":""AI"",""section_num"":""1"",""section_name"":""A"",""position"":162215},{""term"":""AI"",""section_num"":""1"",""section_name"":""A"",""position"":162371},{""term"":""AI"",""section_num"":""1"",""section_name"":""A"",""position"":162464},{""term"":""AI"",""section_num"":""1"",""section_name"":""A"",""position"":162579},{""term"":""AI"",""section_num"":""1"",""section_name"":""A"",""position"":162697},{""term"":""AI"",""section_num"":""1"",""section_name"":""A"",""position"":162792},{""term"":""AI"",""section_num"":""1"",""section_name"":""A"",""position"":162929},{""term"":""AI"",""section_num"":""1"",""section_name"":""A"",""position"":163033},{""term"":""AI"",""section_num"":""1"",""section_name"":""A"",""position"":163092},{""term"":""AI"",""section_num"":""1"",""section_name"":""A"",""position"":176232},{""term"":""artificial_intelligence"",""section_num"":""1"",""section_name"":""B"",""position"":212242},{""term"":""AI"",""section_num"":""1"",""section_name"":""B"",""position"":212274},{""term"":""AI"",""section_num"":""1"",""section_name"":""B"",""position"":212334},{""term"":""artificial_intelligence"",""section_num"":""7"",""section_name"":""A"",""position"":381382},{""term"":""AI"",""section_num"":""7"",""section_name"":""A"",""position"":381414},{""term"":""AI"",""section_num"":""7"",""section_name"":""A"",""position"":381474}]"
15,Cardinal Health,CAH,has_10k,,Healthcare,"Drugs, Drug Proprietaries And Druggists' Sundries",2022-08-11T00:00:00Z,162467.0,,0,0,0,0,0,0,0,0,no_ai_mention,"Our ability to compete effectively is increasingly dependent on access to and interpretation of data. Data quality impacts customer ordering, order fulfillment and higher order processing. If we fail to effectively implement and maintain data governance structures across our businesses or to effectively interpret and utilize such data, our operations could be impacted and we may be at a competitive disadvantage.",,"[{""text"": ""Our ability to compete effectively is increasingly dependent on access to and interpretation of data. Data quality impacts customer ordering, order fulfillment and higher order processing. If we fail to effectively implement and maintain data governance structures across our businesses or to effectively interpret and utilize such data, our operations could be impacted and we may be at a competitive disadvantage."", ""type"": ""benefit""}, {""text"": ""The Medical segment, through its Wavemark division, also provides an automated technology platform for inventory management."", ""type"": ""benefit""}]",https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CAH&type=10-K,
16,Chevron,CVX,has_10k,,Energy,Petroleum Refining,2022-02-24T00:00:00Z,162465.0,,0,0,0,0,0,0,0,0,no_ai_mention,"Chevron's information technology organization integrates computing, telecommunications, data management, cybersecurity and network technology to provide a digital infrastructure to enable Chevron's global operations and business processes.","Cyberattacks targeting Chevron's process control networks or other digital infrastructure could have a material adverse impact on the company's business and results of operations. There are numerous and evolving risks to Chevron's cybersecurity and privacy from cyber threat actors, including criminal hackers, state-sponsored intrusions, industrial espionage and employee malfeasance.","[{""text"": ""Chevron's information technology organization integrates computing, telecommunications, data management, cybersecurity and network technology to provide a digital infrastructure to enable Chevron's global operations and business processes."", ""type"": ""benefit""}, {""text"": ""Cyberattacks targeting Chevron's process control networks or other digital infrastructure could have a material adverse impact on the company's business and results of operations. There are numerous and evolving risks to Chevron's cybersecurity and privacy from cyber threat actors, including criminal hackers, state-sponsored intrusions, industrial espionage and employee malfeasance."", ""type"": ""risk""}]",https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CVX&type=10-K,
17,Home Depot,HD,has_10k,,Retail,Lumber And Other Building Materials Dealers,2022-03-23T00:00:00Z,151157.0,,0,0,0,0,0,0,0,0,no_ai_mention,"We are currently making, and expect to continue to make, substantial investments in our information technology systems, infrastructure and personnel, in certain cases with the assistance of strategic partners and other third-party service providers. These investments involve replacing existing systems, some of which are older, legacy systems that are less flexible and efficient, with successor systems; outsourcing certain technology and business processes to third-party service providers; making changes to existing systems, including the migration of applications to the cloud.",,"[{""text"": ""We are currently making, and expect to continue to make, substantial investments in our information technology systems, infrastructure and personnel, in certain cases with the assistance of strategic partners and other third-party service providers. These investments involve replacing existing systems, some of which are older, legacy systems that are less flexible and efficient, with successor systems; outsourcing certain technology and business processes to third-party service providers; making changes to existing systems, including the migration of applications to the cloud."", ""type"": ""benefit""}, {""text"": ""Our investments in a truly interconnected experience are focused on bringing together the power of our physical retail presence and the frictionless interaction of our digital capabilities. A significant majority of the traffic in our digital channels is on a mobile device. Mobile customers expect more simplicity and relevancy in their digital interactions. As a result, we have made significant investments to our digital properties to improve the overall presentation and ease of navigation for the user."", ""type"": ""benefit""}]",https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HD&type=10-K,
18,Walgreens Boots Alliance,WBA,has_10k,,,,2022-11-23T00:00:00Z,148579.0,,0,0,0,0,0,0,0,0,no_ai_mention,,,,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WBA&type=10-K,
19,Marathon Petroleum,MPC,has_10k,,Energy,Petroleum Refining,2022-02-24T00:00:00Z,141032.0,,0,0,0,0,0,0,0,0,no_ai_mention,"We are committed to achieving operational excellence by reducing costs, improving efficiency, driving operational improvements and being disciplined in capital allocation.",,"[{""text"": ""We are committed to achieving operational excellence by reducing costs, improving efficiency, driving operational improvements and being disciplined in capital allocation."", ""type"": ""benefit""}, {""text"": ""Our wholly owned subsidiary, Virent, operates an advanced biofuels facility in Madison, Wisconsin at which it is working to commercialize a process for converting biobased feedstocks into renewable fuels and chemicals."", ""type"": ""benefit""}]",https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MPC&type=10-K,
20,Elevance Health,ELV,has_10k,,Financial Services,Hospital And Medical Service Plans,2022-02-16T00:00:00Z,,,6,0,0,0,0,0,0,6,risk,,"Our facilities and systems, and those of our third-party service providers, are regularly the target of, and may be vulnerable to, cyber-attacks, security breaches, acts of vandalism, computer viruses, misplaced or lost data, programming and/or human errors, negligent or wrongful conduct by employees or others with permitted access to our systems and information or other threats.","[{""text"": ""Our facilities and systems, and those of our third-party service providers, are regularly the target of, and may be vulnerable to, cyber-attacks, security breaches, acts of vandalism, computer viruses, misplaced or lost data, programming and/or human errors, negligent or wrongful conduct by employees or others with permitted access to our systems and information or other threats."", ""type"": ""risk""}, {""text"": ""the impact of a cyber-attack or other cyber security breach resulting in unauthorized disclosure of member or employee sensitive or confidential information, including the impact and outcome of any investigations, inquiries, claims and litigation related thereto"", ""type"": ""risk""}]",https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ELV&type=10-K,"[{""term"":""GPT"",""section_num"":""8"",""section_name"":""and"",""position"":583828},{""term"":""GPT"",""section_num"":""8"",""section_name"":""and"",""position"":584082},{""term"":""GPT"",""section_num"":""8"",""section_name"":""and"",""position"":584180},{""term"":""GPT"",""section_num"":""8"",""section_name"":""and"",""position"":584218},{""term"":""GPT"",""section_num"":""8"",""section_name"":""and"",""position"":584334},{""term"":""GPT"",""section_num"":""8"",""section_name"":""and"",""position"":584669}]"
