Rank,Company Name,Ticker,Status,Note,Sector,Subsector,Filing Date,Revenue Millions,Revenue Growth Pct,Total Ai Mentions,Ai Count,Ml Count,Deep Learning Count,Neural Network Count,Genai Count,Llm Count,Gpt Count,Ai Classification,Benefit Quote,Risk Quote,All Quotes,Sec Url,Mentions Metadata
18,Bank of America,BAC,has_10k,,Financials,Commercial Banks,2024-02-20T00:00:00Z,98581.0,-14.3,22,4,10,0,0,8,0,0,both,"with regard to the use of our products and services, including electronic payments, emerging technologies, such as the development and use of AI and machine learning, cybersecurity and data, and further climate risk management and ESG reporting, including emissions and sustainability disclosure. Th","onomy. The proliferation of third-party financial data aggregators and emerging technologies, including our and our third parties’ use of automation, artificial intelligence (AI) and robotics, increases our cybersecurity risks and exposure. We, our employees, customers, regulators and third parties",,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BAC&type=10-K,
19,General Motors,GM,has_10k,,Motor Vehicles & Parts,Motor Vehicles & Parts,2024-01-30T00:00:00Z,171842.0,9.6,0,0,0,0,0,0,0,0,no_ai_mention,"The newly created Software & Services organization, with a presence in Silicon Valley, California and globally, is bringing together all of GM's software capabilities and assets under one team for the first time at GM. The team is developing and implementing an integrated strategy, working closely with the Global Product Development organization and others across the enterprise to deliver an end-to-end integrated software and services strategy that will make the driver experience even more compelling and seamless.",,"[{""text"": ""The newly created Software & Services organization, with a presence in Silicon Valley, California and globally, is bringing together all of GM's software capabilities and assets under one team for the first time at GM. The team is developing and implementing an integrated strategy, working closely with the Global Product Development organization and others across the enterprise to deliver an end-to-end integrated software and services strategy that will make the driver experience even more compelling and seamless."", ""type"": ""benefit""}, {""text"": ""Our vehicles and connected services increasingly rely on software and hardware that is highly technical and complex and our success in this area is dependent upon our ability to retain and recruit the best talent. The market for highly skilled workers and leaders in our industry is extremely competitive."", ""type"": ""benefit""}]",https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GM&type=10-K,
20,Elevance Health,ELV,has_10k,,Health Care,Health Care: Insurance and Managed Care,2024-02-21T00:00:00Z,171340.0,9.4,2,2,0,0,0,0,0,0,both,Use digital technologies such as AI to transform the way we operate our business and interact with consumers by driving improvements in efficiency and experiences and converting data into actionable insights.,"Further, as connectivity of technologies advances, artificial intelligence and business processes supported by large language models that are used by businesses and consumers may not operate as expected or may lead to unintentional bias, discrimination and/or data exposure.","[{""text"": ""Use digital technologies such as AI to transform the way we operate our business and interact with consumers by driving improvements in efficiency and experiences and converting data into actionable insights."", ""type"": ""benefit""}, {""text"": ""Further, as connectivity of technologies advances, artificial intelligence and business processes supported by large language models that are used by businesses and consumers may not operate as expected or may lead to unintentional bias, discrimination and/or data exposure."", ""type"": ""risk""}]",https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ELV&type=10-K,"[{""term"":""AI"",""section_num"":""9C"",""section_name"":""DISCLOSURE REGARDING FOREIGN JURISDICTIONS THAT PR"",""position"":97803},{""term"":""artificial_intelligence"",""section_num"":""1"",""section_name"":""of this Annual Report on Form"",""position"":229368}]"
21,Citigroup,C,has_10k,,Financials,Commercial Banks,2024-02-23T00:00:00Z,78462.0,-22.4,9,3,2,0,0,4,0,0,both,"uately, may result in control gaps and in Citi operating outside of its risk appetite. For example, failure to strategically embrace the potential of artificial intelligence (AI) may result in a competitive disadvantage to Citi. At the same time, as a new technology, use of AI without sufficient con","at actor tactics, techniques and procedures, ongoing and emerging geopolitical conflicts, and the use of new technologies, including those enabled by artificial intelligence and machine learning capabilities, to conduct financial transactions, Citi and its clients, customers and third parties (and f",,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=C&type=10-K,
22,Centene,CNC,has_10k,,Health Care,Health Care: Insurance and Managed Care,2024-02-20T00:00:00Z,153999.0,6.5,1,1,0,0,0,0,0,0,both,"invested in new technology to enhance our access to clinical data on gaps in care, committed to integrating our numerous quality platforms into a single unified workflow and developed advanced analytics to more efficiently and effectively target our member engagement efforts for maximal impact on access, quality and member satisfaction","Our Board Audit and Compliance Committee has oversight responsibility for the Company's enterprise risk management process, including the Company's programs to identify, manage, respond to and mitigate the Company's IT risks, including risks related to cybersecurity, artificial intelligence, privacy, critical infrastructure assets and disaster recovery, as well as identifying the potential likelihood, frequency and severity of cyberattacks and breaches.","[{""text"": ""Our Board Audit and Compliance Committee has oversight responsibility for the Company's enterprise risk management process, including the Company's programs to identify, manage, respond to and mitigate the Company's IT risks, including risks related to cybersecurity, artificial intelligence, privacy, critical infrastructure assets and disaster recovery, as well as identifying the potential likelihood, frequency and severity of cyberattacks and breaches."", ""type"": ""risk""}, {""text"": ""invested in new technology to enhance our access to clinical data on gaps in care, committed to integrating our numerous quality platforms into a single unified workflow and developed advanced analytics to more efficiently and effectively target our member engagement efforts for maximal impact on access, quality and member satisfaction"", ""type"": ""benefit""}]",https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CNC&type=10-K,"[{""term"":""artificial_intelligence"",""section_num"":""1C"",""section_name"":""Cybersecurity"",""position"":244023}]"
23,Home Depot,HD,has_10k,,Retailing,Specialty Retailers: Other,2024-03-13T00:00:00Z,157403.0,0.0,4,3,0,0,0,1,0,0,both,"The cost and potential problems, defects of design, and interruptions associated with the implementation of these initiatives, including those associated with managing third-party service providers, employing new online tools and services, implementing new technologies such as artificial intelligence, implementing and restructuring support systems and processes, securing appropriate store and facility locations, and addressing impacts on inventory levels, could disrupt or reduce the efficiency of our operations in the near term, lead to product availability issues, create complexity in our systems and operations and impact our profitability.","These efforts could result, and on occasion have resulted, in significant potential risks, including failure of the systems to operate as designed, unexpected impacts on related systems or processes, potential loss or corruption of data, failures in security processes and internal controls, cost overruns, implementation delays or errors, disruption of operations, and the potential inability to meet business and reporting requirements.","[{""text"": ""The cost and potential problems, defects of design, and interruptions associated with the implementation of these initiatives, including those associated with managing third-party service providers, employing new online tools and services, implementing new technologies such as artificial intelligence, implementing and restructuring support systems and processes, securing appropriate store and facility locations, and addressing impacts on inventory levels, could disrupt or reduce the efficiency of our operations in the near term, lead to product availability issues, create complexity in our systems and operations and impact our profitability."", ""type"": ""benefit""}, {""text"": ""These efforts could result, and on occasion have resulted, in significant potential risks, including failure of the systems to operate as designed, unexpected impacts on related systems or processes, potential loss or corruption of data, failures in security processes and internal controls, cost overruns, implementation delays or errors, disruption of operations, and the potential inability to meet business and reporting requirements."", ""type"": ""risk""}]",https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HD&type=10-K,"[{""term"":""artificial_intelligence"",""section_num"":""7"",""section_name"":""Management"",""position"":83051},{""term"":""artificial_intelligence"",""section_num"":""7"",""section_name"":""Management"",""position"":91499},{""term"":""generative_AI"",""section_num"":""7"",""section_name"":""Management"",""position"":104202},{""term"":""artificial_intelligence"",""section_num"":""7"",""section_name"":""Management"",""position"":104213}]"
24,Marathon Petroleum,MPC,has_10k,,Energy,Petroleum Refining,2024-02-28T00:00:00Z,148379.0,-17.6,1,1,0,0,0,0,0,0,risk,,"Our information systems (and those of our third-party business partners and service providers), including our cloud computing environments and operational technology environments, are subject to numerous and evolving cybersecurity threats and attacks, including ransomware and other malware, and phishing and social engineering schemes, supply chain attacks, and advanced artificial intelligence cyberattacks, which can compromise our ability to operate, and the confidentiality, availability, and integrity of data in our systems or those of our third-party business partners and service providers.","[{""text"": ""Our information systems (and those of our third-party business partners and service providers), including our cloud computing environments and operational technology environments, are subject to numerous and evolving cybersecurity threats and attacks, including ransomware and other malware, and phishing and social engineering schemes, supply chain attacks, and advanced artificial intelligence cyberattacks, which can compromise our ability to operate, and the confidentiality, availability, and integrity of data in our systems or those of our third-party business partners and service providers."", ""type"": ""risk""}, {""text"": ""Cybersecurity events involving our information technology systems or those of our third-party business partners and service providers can result in theft, destruction, loss, misappropriation or release of confidential financial data, regulated personally identifiable information, intellectual property and other information; give rise to remediation or other expenses; result in litigation, claims and increased regulatory review or scrutiny; reduce our customers' willingness to do business with us; disrupt our operations and the services we provide to customers; and subject us to litigation and legal liability under international, U.S. federal and state laws. Any of such results could have a material adverse effect on our reputation, business, financial condition, results of operations and cash flows."", ""type"": ""risk""}]",https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MPC&type=10-K,"[{""term"":""artificial_intelligence"",""section_num"":""1A"",""section_name"":""Risk Factors"",""position"":151285}]"
25,Kroger,KR,has_10k,,Food & Drug Stores,Food & Drug Stores,2024-04-02T00:00:00Z,148258.0,0.0,1,1,0,0,0,0,0,0,risk,,"Additionally, the CIO and CISO discuss and present strategies to address geopolitical threats that may affect operations as well as technological changes, such as AI and quantum computing.","[{""text"": ""Additionally, the CIO and CISO discuss and present strategies to address geopolitical threats that may affect operations as well as technological changes, such as AI and quantum computing."", ""type"": ""risk""}, {""text"": ""Due to ongoing geopolitical conflicts, there is an increased possibility of cyberattacks that could either directly or indirectly affect our operations. Although we have implemented procedures to protect our information, and require our vendors to do the same, we cannot be certain that our security systems will successfully defend against, or be able to effectively respond to, rapidly evolving, increasingly sophisticated cyber-attacks as they become more difficult to detect and defend against."", ""type"": ""risk""}]",https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KR&type=10-K,"[{""term"":""AI"",""section_num"":""1A"",""section_name"":""Risk Factors"",""position"":128284}]"
26,Phillips 66,PSX,has_10k,,Energy,Petroleum Refining,2024-02-21T00:00:00Z,147399.0,-16.1,0,0,0,0,0,0,0,0,no_ai_mention,"We have a continuous monitoring program to detect and respond to potential cybersecurity threats in real-time. Log data from our technical controls are collected, aggregated, and correlated in a Security Information and Event Management (SIEM) system that identifies and categorizes events, as well as analyzes them.",,"[{""text"": ""We have a continuous monitoring program to detect and respond to potential cybersecurity threats in real-time. Log data from our technical controls are collected, aggregated, and correlated in a Security Information and Event Management (SIEM) system that identifies and categorizes events, as well as analyzes them."", ""type"": ""benefit""}, {""text"": ""We exceeded our savings target by achieving a run-rate cost reduction of $900 million per year and sustaining capital reduction of $300 million per year by the end of 2023. As such, we are now targeting a run-rate cost reduction of $1.1 billion per year by the end of 2024, while maintaining our sustaining capital reduction of $300 million per year in 2024."", ""type"": ""benefit""}]",https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PSX&type=10-K,
27,Fannie Mae,FNMA,has_10k,,Financials,Diversified Financials,2024-02-15T00:00:00Z,29048.0,-76.1,30,20,5,0,0,5,0,0,both,"We believe the use of artificial intelligence tools has significant potential to enhance employee productivity, improve our business processes, and change the way we engage with our stakeholders.","The increasing use of new third-party and open source artificial intelligence tools poses additional risks relating to the protection of data, including the potential exposure of our proprietary confidential information to unauthorized recipients and the misuse of our intellectual property.","[{""text"": ""We believe the use of artificial intelligence tools has significant potential to enhance employee productivity, improve our business processes, and change the way we engage with our stakeholders."", ""type"": ""benefit""}, {""text"": ""The increasing use of new third-party and open source artificial intelligence tools poses additional risks relating to the protection of data, including the potential exposure of our proprietary confidential information to unauthorized recipients and the misuse of our intellectual property."", ""type"": ""risk""}]",https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FNMA&type=10-K,"[{""term"":""artificial_intelligence"",""section_num"":""16"",""section_name"":""Form"",""position"":197715},{""term"":""artificial_intelligence"",""section_num"":""16"",""section_name"":""Form"",""position"":289339},{""term"":""artificial_intelligence"",""section_num"":""16"",""section_name"":""Form"",""position"":289586},{""term"":""machine_learning"",""section_num"":""16"",""section_name"":""Form"",""position"":289614},{""term"":""artificial_intelligence"",""section_num"":""16"",""section_name"":""Form"",""position"":290008},{""term"":""artificial_intelligence"",""section_num"":""16"",""section_name"":""Form"",""position"":295031},{""term"":""artificial_intelligence"",""section_num"":""16"",""section_name"":""Form"",""position"":305088},{""term"":""artificial_intelligence"",""section_num"":""16"",""section_name"":""Form"",""position"":311225},{""term"":""machine_learning"",""section_num"":""16"",""section_name"":""Form"",""position"":311253},{""term"":""artificial_intelligence"",""section_num"":""16"",""section_name"":""Form"",""position"":311373},{""term"":""machine_learning"",""section_num"":""16"",""section_name"":""Form"",""position"":311401},{""term"":""machine_learning"",""section_num"":""16"",""section_name"":""Form"",""position"":311638},{""term"":""artificial_intelligence"",""section_num"":""16"",""section_name"":""Form"",""position"":717444},{""term"":""machine_learning"",""section_num"":""16"",""section_name"":""Form"",""position"":717472},{""term"":""generative_AI"",""section_num"":""16"",""section_name"":""Form"",""position"":717556},{""term"":""artificial_intelligence"",""section_num"":""16"",""section_name"":""Form"",""position"":717567},{""term"":""generative_AI"",""section_num"":""16"",""section_name"":""Form"",""position"":717595},{""term"":""AI"",""section_num"":""16"",""section_name"":""Form"",""position"":717606},{""term"":""artificial_intelligence"",""section_num"":""16"",""section_name"":""Form"",""position"":717629},{""term"":""artificial_intelligence"",""section_num"":""16"",""section_name"":""Form"",""position"":717849},{""term"":""generative_AI"",""section_num"":""16"",""section_name"":""Form"",""position"":717935},{""term"":""AI"",""section_num"":""16"",""section_name"":""Form"",""position"":717946},{""term"":""artificial_intelligence"",""section_num"":""16"",""section_name"":""Form"",""position"":718074},{""term"":""artificial_intelligence"",""section_num"":""16"",""section_name"":""Form"",""position"":718202},{""term"":""artificial_intelligence"",""section_num"":""16"",""section_name"":""Form"",""position"":718294},{""term"":""artificial_intelligence"",""section_num"":""16"",""section_name"":""Form"",""position"":718620},{""term"":""generative_AI"",""section_num"":""16"",""section_name"":""Form"",""position"":878000},{""term"":""artificial_intelligence"",""section_num"":""16"",""section_name"":""Form"",""position"":878011},{""term"":""generative_AI"",""section_num"":""16"",""section_name"":""Form"",""position"":878197},{""term"":""artificial_intelligence"",""section_num"":""16"",""section_name"":""Form"",""position"":878208}]"
28,Walgreens Boots Alliance,WBA,has_10k,,Food & Drug Stores,Food & Drug Stores,2024-10-15T00:00:00Z,132703.0,0.0,2,1,1,0,0,0,0,0,risk,,There are also substantial risks associated with our continued integration of artificial intelligence and machine learning within our technology systems.,"[{""text"": ""There are also substantial risks associated with our continued integration of artificial intelligence and machine learning within our technology systems."", ""type"": ""risk""}, {""text"": ""Cybersecurity and other information technology security risks, such as a significant breach or theft of customer, employee, or company data, could create significant workflow disruption, attract media attention, adversely impact the experience of our customers, damage our customer relationships, reputation and brand, and result in lost sales, fines or lawsuits."", ""type"": ""risk""}]",https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WBA&type=10-K,"[{""term"":""artificial_intelligence"",""section_num"":""7"",""section_name"":""of this Form"",""position"":200907},{""term"":""machine_learning"",""section_num"":""7"",""section_name"":""of this Form"",""position"":200935}]"
29,Valero Energy,VLO,has_10k,,Energy,Petroleum Refining,2024-02-22T00:00:00Z,144766.0,-15.4,1,1,0,0,0,0,0,0,risk,,"Growing electrification and rapidly developing and increasing technology use (such as artificial intelligence, computer processing, cryptocurrency mining, and cloud storage, and the data centers and power supplies required to support these activities) will also likely increase the intermittency and decrease the reliability of electricity supplies, particularly for grids highly dependent upon wind and solar power, which would exacerbate the foregoing challenges.","[{""text"": ""Growing electrification and rapidly developing and increasing technology use (such as artificial intelligence, computer processing, cryptocurrency mining, and cloud storage, and the data centers and power supplies required to support these activities) will also likely increase the intermittency and decrease the reliability of electricity supplies, particularly for grids highly dependent upon wind and solar power, which would exacerbate the foregoing challenges."", ""type"": ""risk""}, {""text"": ""Our information systems and network infrastructure may be subject to unauthorized access or attack (and we are frequently subject to such attempts), including ransom-related incidents that could result in increased costs to prevent, and be prepared to respond to or mitigate such events, such as deploying additional personnel and protection technologies, training employees, and engaging third-party experts and consultants. Such unauthorized events could also result in (i) a loss of intellectual property, proprietary information, or employee, customer, supplier, or vendor data, (ii) public disclosure of sensitive information, (iii) systems interruption, (iv) disruption of our business operations, (v) remediation costs and repairs of system damage, (vi) reputational damage that adversely affects customer, supplier, or investor confidence, and (vii) damage to our business and competitiveness."", ""type"": ""risk""}]",https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VLO&type=10-K,"[{""term"":""artificial_intelligence"",""section_num"":""16"",""section_name"":""Form"",""position"":134023}]"
30,Meta Platforms,META,has_10k,,Technology,Internet Services and Retailing,2024-02-02T00:00:00Z,134902.0,15.7,85,64,13,0,0,8,0,0,both,"We are making significant investments in artificial intelligence (AI), including generative AI, to improve our delivery, targeting, and measurement capabilities.","Our AI-related efforts, particularly those related to generative AI, subject us to risks related to harmful or illegal content, accuracy, misinformation (including related to elections), bias, discrimination, toxicity, intellectual property infringement or misappropriation, defamation, data privacy, cybersecurity, and sanctions and export controls, among others.","[{""text"": ""We are making significant investments in artificial intelligence (AI), including generative AI, to improve our delivery, targeting, and measurement capabilities."", ""type"": ""benefit""}, {""text"": ""Our AI-related efforts, particularly those related to generative AI, subject us to risks related to harmful or illegal content, accuracy, misinformation (including related to elections), bias, discrimination, toxicity, intellectual property infringement or misappropriation, defamation, data privacy, cybersecurity, and sanctions and export controls, among others."", ""type"": ""risk""}]",https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=META&type=10-K,"[{""term"":""machine_learning"",""section_num"":""16"",""section_name"":""Form"",""position"":37134},{""term"":""machine_learning"",""section_num"":""16"",""section_name"":""Form"",""position"":38445},{""term"":""machine_learning"",""section_num"":""16"",""section_name"":""Form"",""position"":40408},{""term"":""artificial_intelligence"",""section_num"":""1"",""section_name"":""Business"",""position"":47522},{""term"":""AI"",""section_num"":""1"",""section_name"":""Business"",""position"":47547},{""term"":""AI"",""section_num"":""1"",""section_name"":""Business"",""position"":48389},{""term"":""AI"",""section_num"":""1"",""section_name"":""Business"",""position"":48584},{""term"":""generative_AI"",""section_num"":""1"",""section_name"":""Business"",""position"":48834},{""term"":""AI"",""section_num"":""1"",""section_name"":""Business"",""position"":48845},{""term"":""AI"",""section_num"":""1"",""section_name"":""Business"",""position"":52560},{""term"":""AI"",""section_num"":""1"",""section_name"":""Business"",""position"":53617},{""term"":""AI"",""section_num"":""1"",""section_name"":""Business"",""position"":56388},{""term"":""AI"",""section_num"":""1"",""section_name"":""Business"",""position"":57600},{""term"":""generative_AI"",""section_num"":""1"",""section_name"":""Business"",""position"":57626},{""term"":""AI"",""section_num"":""1"",""section_name"":""Business"",""position"":57637},{""term"":""AI"",""section_num"":""1"",""section_name"":""Business"",""position"":57724},{""term"":""AI"",""section_num"":""1"",""section_name"":""Business"",""position"":60732},{""term"":""machine_learning"",""section_num"":""1"",""section_name"":""Business"",""position"":60739},{""term"":""AI"",""section_num"":""1"",""section_name"":""Business"",""position"":72807},{""term"":""machine_learning"",""section_num"":""1"",""section_name"":""Business"",""position"":72815},{""term"":""generative_AI"",""section_num"":""1A"",""section_name"":""Risk Factors"",""position"":94265},{""term"":""artificial_intelligence"",""section_num"":""1A"",""section_name"":""Risk Factors"",""position"":94276},{""term"":""artificial_intelligence"",""section_num"":""1A"",""section_name"":""Risk Factors"",""position"":112672},{""term"":""AI"",""section_num"":""1A"",""section_name"":""Risk Factors"",""position"":112697},{""term"":""AI"",""section_num"":""1A"",""section_name"":""Risk Factors"",""position"":112772},{""term"":""artificial_intelligence"",""section_num"":""1A"",""section_name"":""Risk Factors"",""position"":113938},{""term"":""AI"",""section_num"":""1A"",""section_name"":""Risk Factors"",""position"":114095},{""term"":""generative_AI"",""section_num"":""1A"",""section_name"":""Risk Factors"",""position"":114121},{""term"":""AI"",""section_num"":""1A"",""section_name"":""Risk Factors"",""position"":114132},{""term"":""AI"",""section_num"":""1A"",""section_name"":""Risk Factors"",""position"":114338},{""term"":""AI"",""section_num"":""1A"",""section_name"":""Risk Factors"",""position"":114486},{""term"":""AI"",""section_num"":""1A"",""section_name"":""Risk Factors"",""position"":114537},{""term"":""AI"",""section_num"":""1A"",""section_name"":""Risk Factors"",""position"":114672},{""term"":""generative_AI"",""section_num"":""1A"",""section_name"":""Risk Factors"",""position"":114722},{""term"":""AI"",""section_num"":""1A"",""section_name"":""Risk Factors"",""position"":114733},{""term"":""AI"",""section_num"":""1A"",""section_name"":""Risk Factors"",""position"":115175},{""term"":""AI"",""section_num"":""1A"",""section_name"":""Risk Factors"",""position"":115383},{""term"":""AI"",""section_num"":""1A"",""section_name"":""Risk Factors"",""position"":115614},{""term"":""AI"",""section_num"":""1A"",""section_name"":""Risk Factors"",""position"":115879},{""term"":""AI"",""section_num"":""1A"",""section_name"":""Risk Factors"",""position"":115933},{""term"":""AI"",""section_num"":""1A"",""section_name"":""Risk Factors"",""position"":116031},{""term"":""AI"",""section_num"":""1A"",""section_name"":""Risk Factors"",""position"":116092},{""term"":""AI"",""section_num"":""1A"",""section_name"":""Risk Factors"",""position"":116286},{""term"":""AI"",""section_num"":""1A"",""section_name"":""Risk Factors"",""position"":116424},{""term"":""AI"",""section_num"":""1A"",""section_name"":""Risk Factors"",""position"":116482},{""term"":""AI"",""section_num"":""1A"",""section_name"":""Risk Factors"",""position"":116655},{""term"":""AI"",""section_num"":""1A"",""section_name"":""Risk Factors"",""position"":116842},{""term"":""AI"",""section_num"":""1A"",""section_name"":""Risk Factors"",""position"":116922},{""term"":""AI"",""section_num"":""1A"",""section_name"":""Risk Factors"",""position"":117212},{""term"":""AI"",""section_num"":""1A"",""section_name"":""Risk Factors"",""position"":117505},{""term"":""AI"",""section_num"":""1A"",""section_name"":""Risk Factors"",""position"":117588},{""term"":""AI"",""section_num"":""1A"",""section_name"":""Risk Factors"",""position"":118048},{""term"":""AI"",""section_num"":""1A"",""section_name"":""Risk Factors"",""position"":118473},{""term"":""AI"",""section_num"":""1A"",""section_name"":""Risk Factors"",""position"":118553},{""term"":""AI"",""section_num"":""1A"",""section_name"":""Risk Factors"",""position"":118608},{""term"":""generative_AI"",""section_num"":""1A"",""section_name"":""Risk Factors"",""position"":125197},{""term"":""AI"",""section_num"":""1A"",""section_name"":""Risk Factors"",""position"":125208},{""term"":""AI"",""section_num"":""1A"",""section_name"":""Risk Factors"",""position"":131685},{""term"":""AI"",""section_num"":""1A"",""section_name"":""Risk Factors"",""position"":141304},{""term"":""AI"",""section_num"":""1A"",""section_name"":""Risk Factors"",""position"":147994},{""term"":""machine_learning"",""section_num"":""1A"",""section_name"":""Risk Factors"",""position"":148001},{""term"":""AI"",""section_num"":""1A"",""section_name"":""Risk Factors"",""position"":150843},{""term"":""machine_learning"",""section_num"":""1A"",""section_name"":""Risk Factors"",""position"":159297},{""term"":""machine_learning"",""section_num"":""1A"",""section_name"":""Risk Factors"",""position"":160608},{""term"":""machine_learning"",""section_num"":""1A"",""section_name"":""Risk Factors"",""position"":162538},{""term"":""AI"",""section_num"":""1A"",""section_name"":""Risk Factors"",""position"":186609},{""term"":""AI"",""section_num"":""1A"",""section_name"":""Risk Factors"",""position"":206865},{""term"":""machine_learning"",""section_num"":""1A"",""section_name"":""Risk Factors"",""position"":206872},{""term"":""AI"",""section_num"":""1A"",""section_name"":""Risk Factors"",""position"":220124},{""term"":""machine_learning"",""section_num"":""1A"",""section_name"":""Risk Factors"",""position"":220132},{""term"":""AI"",""section_num"":""1A"",""section_name"":""Risk Factors"",""position"":253001},{""term"":""AI"",""section_num"":""1A"",""section_name"":""Risk Factors"",""position"":253089},{""term"":""artificial_intelligence"",""section_num"":""3"",""section_name"":""Legal Proceedings"",""position"":298658},{""term"":""artificial_intelligence"",""section_num"":""7"",""section_name"":""Management's Discussion and Analysis of Financial"",""position"":317282},{""term"":""AI"",""section_num"":""7"",""section_name"":""Management's Discussion and Analysis of Financial"",""position"":317307},{""term"":""generative_AI"",""section_num"":""7"",""section_name"":""Management's Discussion and Analysis of Financial"",""position"":317322},{""term"":""AI"",""section_num"":""7"",""section_name"":""Management's Discussion and Analysis of Financial"",""position"":317333},{""term"":""AI"",""section_num"":""7"",""section_name"":""Management's Discussion and Analysis of Financial"",""position"":318912},{""term"":""AI"",""section_num"":""7"",""section_name"":""Management's Discussion and Analysis of Financial"",""position"":318962},{""term"":""AI"",""section_num"":""7"",""section_name"":""Management's Discussion and Analysis of Financial"",""position"":321089},{""term"":""generative_AI"",""section_num"":""7"",""section_name"":""Management's Discussion and Analysis of Financial"",""position"":321272},{""term"":""AI"",""section_num"":""7"",""section_name"":""Management's Discussion and Analysis of Financial"",""position"":321283},{""term"":""machine_learning"",""section_num"":""7"",""section_name"":""Management's Discussion and Analysis of Financial"",""position"":323678},{""term"":""machine_learning"",""section_num"":""7"",""section_name"":""Management's Discussion and Analysis of Financial"",""position"":326517},{""term"":""artificial_intelligence"",""section_num"":""3"",""section_name"":""of this Annual Report on Form"",""position"":487412}]"
31,Verizon Communications,VZ,has_10k,,Telecommunications,Telecommunications,2024-02-09T00:00:00Z,133974.0,-2.1,4,3,1,0,0,0,0,0,both,"It will also depend on how successfully we anticipate and respond to various factors affecting our industries, including regulatory changes, new technologies and business models, such as the increasing use of artificial intelligence and machine learning technologies, changes in consumer preferences and demand for existing services, demographic trends and evolving economic conditions, including inflation.","Policymakers at the local, state, federal and international levels are also considering imposing laws and regulations on the use of artificial intelligence. This is a nascent area of regulatory focus, so it is unclear how such regulation could impact our business.","[{""text"": ""It will also depend on how successfully we anticipate and respond to various factors affecting our industries, including regulatory changes, new technologies and business models, such as the increasing use of artificial intelligence and machine learning technologies, changes in consumer preferences and demand for existing services, demographic trends and evolving economic conditions, including inflation."", ""type"": ""benefit""}, {""text"": ""Policymakers at the local, state, federal and international levels are also considering imposing laws and regulations on the use of artificial intelligence. This is a nascent area of regulatory focus, so it is unclear how such regulation could impact our business."", ""type"": ""risk""}]",https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VZ&type=10-K,"[{""term"":""artificial_intelligence"",""section_num"":""7"",""section_name"":""under the headings"",""position"":123653},{""term"":""artificial_intelligence"",""section_num"":""7"",""section_name"":""under the headings"",""position"":124723},{""term"":""artificial_intelligence"",""section_num"":""7"",""section_name"":""under the headings"",""position"":140212},{""term"":""machine_learning"",""section_num"":""7"",""section_name"":""under the headings"",""position"":140240}]"
32,AT&T,T,has_10k,,Telecommunications,Telecommunications,2024-02-23T00:00:00Z,30139.0,-75.0,7,5,1,0,0,1,0,0,both,"Further, we intend to use artificial intelligence (AI)-driven efficiencies in our network design, software development and customer support services.","The models used in those products, particularly generative AI models, may produce output or take action that is incorrect, release private or confidential information, reflect biases included in the data on which they are trained, infringe on the intellectual property rights of others, or be otherwise harmful. Any of these risks could expose us to liability or adverse legal or regulatory consequences and harm our reputation and the public perception of our business or the effectiveness of our security measures.","[{""text"": ""Further, we intend to use artificial intelligence (AI)-driven efficiencies in our network design, software development and customer support services."", ""type"": ""benefit""}, {""text"": ""The models used in those products, particularly generative AI models, may produce output or take action that is incorrect, release private or confidential information, reflect biases included in the data on which they are trained, infringe on the intellectual property rights of others, or be otherwise harmful. Any of these risks could expose us to liability or adverse legal or regulatory consequences and harm our reputation and the public perception of our business or the effectiveness of our security measures."", ""type"": ""risk""}]",https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=T&type=10-K,"[{""term"":""artificial_intelligence"",""section_num"":""1A"",""section_name"":""RISK FACTORS"",""position"":175104},{""term"":""AI"",""section_num"":""1A"",""section_name"":""RISK FACTORS"",""position"":175129},{""term"":""generative_AI"",""section_num"":""1A"",""section_name"":""RISK FACTORS"",""position"":175276},{""term"":""AI"",""section_num"":""1A"",""section_name"":""RISK FACTORS"",""position"":175287},{""term"":""artificial_intelligence"",""section_num"":""1A"",""section_name"":""RISK FACTORS"",""position"":178116},{""term"":""machine_learning"",""section_num"":""1A"",""section_name"":""RISK FACTORS"",""position"":178144},{""term"":""AI"",""section_num"":""7"",""section_name"":""of our Annual Report on Form"",""position"":235507}]"
