Rank,Company Name,Ticker,Status,Note,Sector,Subsector,Filing Date,Revenue Millions,Revenue Growth Pct,Total Ai Mentions,Ai Count,Ml Count,Deep Learning Count,Neural Network Count,Genai Count,Llm Count,Gpt Count,Ai Classification,Benefit Quote,Risk Quote,All Quotes,Sec Url,Mentions Metadata
92,PBF Energy,PBF,has_10k,,Energy,Petroleum Refining,2023-02-16T00:00:00Z,46830.0,71.8,0,0,0,0,0,0,0,0,no_ai_mention,"We are becoming increasingly dependent on our technology infrastructure and certain critical information systems which process, transmit and store electronic information, including information we use to safely and effectively operate our respective assets and businesses. These information systems include data network and telecommunications, internet access, our websites, and various computer hardware equipment and software applications, including those that are critical to the safe operation of our refineries and logistics assets.","We have invested, and expect to continue to invest, significant time, manpower and capital in our technology infrastructure and information systems. These information systems are subject to damage or interruption from a number of potential sources including natural disasters, software viruses or other malware, power failures, cybersecurity threats to gain unauthorized access to sensitive information, cyber-attacks, which may render data systems unusable, and physical threats to the security of our facilities and infrastructure.","[{""text"": ""We have invested, and expect to continue to invest, significant time, manpower and capital in our technology infrastructure and information systems. These information systems are subject to damage or interruption from a number of potential sources including natural disasters, software viruses or other malware, power failures, cybersecurity threats to gain unauthorized access to sensitive information, cyber-attacks, which may render data systems unusable, and physical threats to the security of our facilities and infrastructure."", ""type"": ""risk""}, {""text"": ""We are becoming increasingly dependent on our technology infrastructure and certain critical information systems which process, transmit and store electronic information, including information we use to safely and effectively operate our respective assets and businesses. These information systems include data network and telecommunications, internet access, our websites, and various computer hardware equipment and software applications, including those that are critical to the safe operation of our refineries and logistics assets."", ""type"": ""benefit""}]",https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PBF&type=10-K,
93,Nike,NKE,has_10k,,Manufacturing,Rubber And Plastics Footwear,2023-07-20T00:00:00Z,46710.0,4.9,0,0,0,0,0,0,0,0,no_ai_mention,"We continue to invest in a new Enterprise Resource Planning Platform, data and analytics, demand sensing, insight gathering, and other areas to create an end-to-end technology foundation, which we believe will further accelerate our digital transformation. We believe this unified approach will accelerate growth and unlock more efficiency for our business, while driving speed and responsiveness as we serve consumers globally.",,"[{""text"": ""We continue to invest in a new Enterprise Resource Planning Platform, data and analytics, demand sensing, insight gathering, and other areas to create an end-to-end technology foundation, which we believe will further accelerate our digital transformation. We believe this unified approach will accelerate growth and unlock more efficiency for our business, while driving speed and responsiveness as we serve consumers globally."", ""type"": ""benefit""}, {""text"": ""In addition, we have made significant investments in digital technologies and information systems for the digital aspect of our NIKE Direct operations, and our digital offerings will require continued investment in the development and upgrading of our technology platforms."", ""type"": ""benefit""}]",https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NKE&type=10-K,
94,Best Buy,BBY,has_10k,,Retail,"Radio, Television And Consumer Electronics Stores",2023-03-17T00:00:00Z,46298.0,-10.6,1,1,0,0,0,0,0,0,benefit,"launched a program with an artificial intelligence platform to proactively plan for future workforce roles, creating new learning and career paths",,"[{""text"": ""launched a program with an artificial intelligence platform to proactively plan for future workforce roles, creating new learning and career paths"", ""type"": ""benefit""}, {""text"": ""In Best Buy Health, we are essentially nurturing a startup within a large-scale organization and leveraging Best Buy's core assets, including the Geek Squad, to grow, build and establish the Care at Home space, an emerging part of the healthcare industry."", ""type"": ""benefit""}]",https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BBY&type=10-K,"[{""term"":""artificial_intelligence"",""section_num"":""16"",""section_name"":""Form"",""position"":53865}]"
95,Bristol-Myers Squibb,BMY,has_10k,,Healthcare,Pharmaceutical Preparations,2023-02-14T00:00:00Z,46159.0,-0.5,0,0,0,0,0,0,0,0,no_ai_mention,"We operate and manage a manufacturing network, consisting of internal and external resources, in a manner that permits us to improve efficiency while maintaining flexibility to reallocate manufacturing capacity.",,"[{""text"": ""We operate and manage a manufacturing network, consisting of internal and external resources, in a manner that permits us to improve efficiency while maintaining flexibility to reallocate manufacturing capacity."", ""type"": ""benefit""}, {""text"": ""We rely extensively on information technology systems, networks and services, including internet sites, data hosting and processing facilities and tools, physical security systems and other hardware, software and technical applications and platforms, some of which are managed, hosted, provided and/or used for third- parties or their vendors, to assist in conducting our business."", ""type"": ""benefit""}]",https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BMY&type=10-K,
96,United Airlines Holdings,UAL,has_10k,,Travel,"Air Transportation, Scheduled",2023-02-16T00:00:00Z,44955.0,82.5,0,0,0,0,0,0,0,0,no_ai_mention,"The Company depends on technology and automated systems to operate its business, including, but not limited to, computerized airline reservation systems, electronic tickets, electronic airport kiosks, demand prediction software, flight operations systems, in-flight wireless internet, cloud-based technologies, technical and business operations systems and commercial websites and applications, including www.united.com and the United Airlines mobile app.",,"[{""text"": ""The Company depends on technology and automated systems to operate its business, including, but not limited to, computerized airline reservation systems, electronic tickets, electronic airport kiosks, demand prediction software, flight operations systems, in-flight wireless internet, cloud-based technologies, technical and business operations systems and commercial websites and applications, including www.united.com and the United Airlines mobile app."", ""type"": ""benefit""}, {""text"": ""United needs to be a leader at using technology to overcome these challenges. We believe that we have been doing that, but we have a lot of ideas to continue making advancements in this area."", ""type"": ""benefit""}]",https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UAL&type=10-K,
97,Thermo Fisher Scientific,TMO,has_10k,,Aerospace & Defense,Measuring And Controlling Devices,2023-02-23T00:00:00Z,44915.0,14.5,0,0,0,0,0,0,0,0,no_ai_mention,"Our talent development framework incorporates a multi-faceted approach, including formal and self-paced training, networking opportunities, on-the-job stretch learning, coaching, mentoring and manager training utilizing contemporary technology solutions to support the broad needs of our workforce. We provide multiple programs at all career levels, from online learning for all colleagues through Thermo Fisher University, to focused trainings for managers at various experience levels, to our Global Leadership Program for executives. We also support our colleagues' career advancement through our tuition reimbursement program. In a company our size, we can also actively manage our talent through rotational opportunities across our businesses, functions and geographies that help our colleagues gain new experiences, share knowledge and broaden their skills. Our executives and leaders participate in frequent talent discussions as well as formal reviews, leveraging workforce data and predictive analytics to better anticipate the talent requirements of our business based on our growth opportunities and market demand.","As a part of our ongoing effort to upgrade our current information systems, we periodically implement new enterprise resource planning software and other software applications to manage certain of our business operations. As we implement and add functionality, problems could arise that we have not foreseen. Such problems could disrupt our ability to provide quotes, take customer orders and otherwise run our business in a timely manner. When we upgrade or change systems, we may suffer interruptions in service, loss of data or reduced functionality. In addition, if our new systems fail to provide accurate pricing and cost data our results of operations and cash flows could be adversely affected.","[{""text"": ""As a part of our ongoing effort to upgrade our current information systems, we periodically implement new enterprise resource planning software and other software applications to manage certain of our business operations. As we implement and add functionality, problems could arise that we have not foreseen. Such problems could disrupt our ability to provide quotes, take customer orders and otherwise run our business in a timely manner. When we upgrade or change systems, we may suffer interruptions in service, loss of data or reduced functionality. In addition, if our new systems fail to provide accurate pricing and cost data our results of operations and cash flows could be adversely affected."", ""type"": ""risk""}, {""text"": ""Our talent development framework incorporates a multi-faceted approach, including formal and self-paced training, networking opportunities, on-the-job stretch learning, coaching, mentoring and manager training utilizing contemporary technology solutions to support the broad needs of our workforce. We provide multiple programs at all career levels, from online learning for all colleagues through Thermo Fisher University, to focused trainings for managers at various experience levels, to our Global Leadership Program for executives. We also support our colleagues' career advancement through our tuition reimbursement program. In a company our size, we can also actively manage our talent through rotational opportunities across our businesses, functions and geographies that help our colleagues gain new experiences, share knowledge and broaden their skills. Our executives and leaders participate in frequent talent discussions as well as formal reviews, leveraging workforce data and predictive analytics to better anticipate the talent requirements of our business based on our growth opportunities and market demand."", ""type"": ""benefit""}]",https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TMO&type=10-K,
98,Qualcomm,QCOM,has_10k,,Software & Technology,Radio & TV Broadcasting & Communications Equipment,2023-11-01T00:00:00Z,44200.0,31.7,55,45,3,0,0,6,0,1,both,"Our fundamental research and comprehensive approach to AI helps enable us to be a leader in on-device AI solutions. The Qualcomm® AI Engine, featured in our Snapdragon platforms and many of our other products provides high-performance on-device AI solutions at extremely low power to support complex use cases, while enhancing privacy and security.","For example, as AI continues to evolve, cyber-attackers could also use AI to develop malicious code and sophisticated phishing attempts.","[{""text"": ""Our fundamental research and comprehensive approach to AI helps enable us to be a leader in on-device AI solutions. The Qualcomm\u00ae AI Engine, featured in our Snapdragon platforms and many of our other products provides high-performance on-device AI solutions at extremely low power to support complex use cases, while enhancing privacy and security."", ""type"": ""benefit""}, {""text"": ""For example, as AI continues to evolve, cyber-attackers could also use AI to develop malicious code and sophisticated phishing attempts."", ""type"": ""risk""}]",https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=QCOM&type=10-K,"[{""term"":""artificial_intelligence"",""section_num"":""1A"",""section_name"":""Risk Factors"",""position"":34747},{""term"":""AI"",""section_num"":""1A"",""section_name"":""Risk Factors"",""position"":34772},{""term"":""AI"",""section_num"":""1A"",""section_name"":""Risk Factors"",""position"":38417},{""term"":""machine_learning"",""section_num"":""1A"",""section_name"":""Risk Factors"",""position"":38424},{""term"":""AI"",""section_num"":""1A"",""section_name"":""Risk Factors"",""position"":39771},{""term"":""AI"",""section_num"":""1A"",""section_name"":""Risk Factors"",""position"":40744},{""term"":""generative_AI"",""section_num"":""1A"",""section_name"":""Risk Factors"",""position"":40776},{""term"":""AI"",""section_num"":""1A"",""section_name"":""Risk Factors"",""position"":40787},{""term"":""AI"",""section_num"":""1A"",""section_name"":""Risk Factors"",""position"":40854},{""term"":""generative_AI"",""section_num"":""1A"",""section_name"":""Risk Factors"",""position"":40918},{""term"":""AI"",""section_num"":""1A"",""section_name"":""Risk Factors"",""position"":40929},{""term"":""generative_AI"",""section_num"":""1A"",""section_name"":""Risk Factors"",""position"":41150},{""term"":""AI"",""section_num"":""1A"",""section_name"":""Risk Factors"",""position"":41161},{""term"":""generative_AI"",""section_num"":""1A"",""section_name"":""Risk Factors"",""position"":41363},{""term"":""AI"",""section_num"":""1A"",""section_name"":""Risk Factors"",""position"":41374},{""term"":""GPT"",""section_num"":""1A"",""section_name"":""Risk Factors"",""position"":41498},{""term"":""generative_AI"",""section_num"":""1A"",""section_name"":""Risk Factors"",""position"":42033},{""term"":""AI"",""section_num"":""1A"",""section_name"":""Risk Factors"",""position"":42044},{""term"":""AI"",""section_num"":""1A"",""section_name"":""Risk Factors"",""position"":44324},{""term"":""AI"",""section_num"":""1A"",""section_name"":""Risk Factors"",""position"":44599},{""term"":""AI"",""section_num"":""1A"",""section_name"":""Risk Factors"",""position"":47994},{""term"":""AI"",""section_num"":""1A"",""section_name"":""Risk Factors"",""position"":48622},{""term"":""AI"",""section_num"":""1A"",""section_name"":""Risk Factors"",""position"":54215},{""term"":""machine_learning"",""section_num"":""1A"",""section_name"":""Risk Factors"",""position"":54222},{""term"":""AI"",""section_num"":""1A"",""section_name"":""Risk Factors"",""position"":58718},{""term"":""AI"",""section_num"":""1A"",""section_name"":""Risk Factors"",""position"":58777},{""term"":""AI"",""section_num"":""1A"",""section_name"":""Risk Factors"",""position"":58824},{""term"":""AI"",""section_num"":""1A"",""section_name"":""Risk Factors"",""position"":58857},{""term"":""AI"",""section_num"":""1A"",""section_name"":""Risk Factors"",""position"":58972},{""term"":""AI"",""section_num"":""1A"",""section_name"":""Risk Factors"",""position"":59095},{""term"":""AI"",""section_num"":""1A"",""section_name"":""Risk Factors"",""position"":59117},{""term"":""AI"",""section_num"":""1A"",""section_name"":""Risk Factors"",""position"":59187},{""term"":""AI"",""section_num"":""1A"",""section_name"":""Risk Factors"",""position"":59247},{""term"":""AI"",""section_num"":""1A"",""section_name"":""Risk Factors"",""position"":65255},{""term"":""AI"",""section_num"":""1A"",""section_name"":""Risk Factors"",""position"":65502},{""term"":""AI"",""section_num"":""1A"",""section_name"":""Risk Factors"",""position"":83527},{""term"":""AI"",""section_num"":""7"",""section_name"":""Management"",""position"":86811},{""term"":""AI"",""section_num"":""7"",""section_name"":""Management"",""position"":89006},{""term"":""generative_AI"",""section_num"":""7"",""section_name"":""Management"",""position"":89020},{""term"":""AI"",""section_num"":""7"",""section_name"":""Management"",""position"":89031},{""term"":""AI"",""section_num"":""7"",""section_name"":""Management"",""position"":89261},{""term"":""AI"",""section_num"":""7"",""section_name"":""Management"",""position"":89375},{""term"":""AI"",""section_num"":""7"",""section_name"":""Management"",""position"":100662},{""term"":""AI"",""section_num"":""7"",""section_name"":""Management"",""position"":162800},{""term"":""AI"",""section_num"":""7"",""section_name"":""Management"",""position"":162855},{""term"":""AI"",""section_num"":""7"",""section_name"":""Management"",""position"":192492},{""term"":""machine_learning"",""section_num"":""7"",""section_name"":""Management"",""position"":192499},{""term"":""AI"",""section_num"":""7"",""section_name"":""Management"",""position"":192557},{""term"":""AI"",""section_num"":""7"",""section_name"":""Management"",""position"":193833},{""term"":""artificial_intelligence"",""section_num"":""7"",""section_name"":""Management"",""position"":207511},{""term"":""AI"",""section_num"":""7"",""section_name"":""Management"",""position"":232130},{""term"":""AI"",""section_num"":""7"",""section_name"":""of our Annual Report on Form"",""position"":246501},{""term"":""artificial_intelligence"",""section_num"":""9A"",""section_name"":""Our responsibility is to express opinions on the C"",""position"":321540},{""term"":""AI"",""section_num"":""9A"",""section_name"":""Our responsibility is to express opinions on the C"",""position"":321565},{""term"":""AI"",""section_num"":""9A"",""section_name"":""Our responsibility is to express opinions on the C"",""position"":411369}]"
99,Abbott Laboratories,ABT,has_10k,,Healthcare,Pharmaceutical Preparations,2023-02-17T00:00:00Z,43653.0,1.3,0,0,0,0,0,0,0,0,no_ai_mention,"Development of clinical evidence and next-generation technologies leveraging digital health to support improved patient clinical outcomes, physician engagement, and expanded indications in the treatment of chronic pain, movement disorders and other indications.",,"[{""text"": ""Development of clinical evidence and next-generation technologies leveraging digital health to support improved patient clinical outcomes, physician engagement, and expanded indications in the treatment of chronic pain, movement disorders and other indications."", ""type"": ""benefit""}, {""text"": ""Abbott continues to commercialize its next-generation blood and plasma screening, immunoassay, clinical chemistry and hematology systems, along with assays, including a focus on unmet medical need, in various areas including but not limited to infectious disease, cardiac care, metabolics, oncology, and neurologic assays as well as informatics solutions to help optimize diagnostics laboratory performance and automation solutions to increase efficiency in laboratories."", ""type"": ""benefit""}]",https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ABT&type=10-K,
100,Coca Cola,KO,has_10k,,Consumer Packaged Goods,Beverages,2023-02-21T00:00:00Z,43004.0,11.3,1,1,0,0,0,0,0,0,both,"Therefore, one of our top priorities is to digitalize the Coca-Cola system by, among other things, creating more relevant and more personalized experiences wherever our system interacts with consumers, whether in a digital environment or through digital devices in an otherwise physical environment; finding ways to create more powerful digital tools and capabilities for the Coca-Cola system's retail customers to enable them to grow their businesses; and digitalizing operations through the use of data, artificial intelligence, automation, robotics and digital devices to increase efficiency and productivity.","If we are not successful in our efforts to digitalize the Coca-Cola system, our ability to increase sales and improve margins may be negatively affected and the cost and expenses we have incurred or may incur in connection with our digitalization initiatives may adversely impact our financial performance.","[{""text"": ""Therefore, one of our top priorities is to digitalize the Coca-Cola system by, among other things, creating more relevant and more personalized experiences wherever our system interacts with consumers, whether in a digital environment or through digital devices in an otherwise physical environment; finding ways to create more powerful digital tools and capabilities for the Coca-Cola system's retail customers to enable them to grow their businesses; and digitalizing operations through the use of data, artificial intelligence, automation, robotics and digital devices to increase efficiency and productivity."", ""type"": ""benefit""}, {""text"": ""If we are not successful in our efforts to digitalize the Coca-Cola system, our ability to increase sales and improve margins may be negatively affected and the cost and expenses we have incurred or may incur in connection with our digitalization initiatives may adversely impact our financial performance."", ""type"": ""risk""}]",https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KO&type=10-K,"[{""term"":""artificial_intelligence"",""section_num"":""1"",""section_name"":""Business"",""position"":172768}]"
101,Oracle,ORCL,has_10k,,Software & Technology,Prepackaged Software,2023-06-20T00:00:00Z,42440.0,4.8,14,6,8,0,0,0,0,0,both,"OCI AI services are designed to be embedded into customer applications for a variety of predictive use cases, including, among others, the servicing of machine parts that are at risk of failing, the stocking of retailer store shelves, credit fraud detection and the financial modeling to stay within a business' forecasts.","Machine learning and AI are increasingly driving innovations in technology, but if they fail to operate as anticipated or our other products do not perform as promised, our business and reputation may be harmed.","[{""text"": ""OCI AI services are designed to be embedded into customer applications for a variety of predictive use cases, including, among others, the servicing of machine parts that are at risk of failing, the stocking of retailer store shelves, credit fraud detection and the financial modeling to stay within a business' forecasts."", ""type"": ""benefit""}, {""text"": ""Machine learning and AI are increasingly driving innovations in technology, but if they fail to operate as anticipated or our other products do not perform as promised, our business and reputation may be harmed."", ""type"": ""risk""}]",https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ORCL&type=10-K,"[{""term"":""machine_learning"",""section_num"":""1"",""section_name"":""Business"",""position"":60665},{""term"":""artificial_intelligence"",""section_num"":""7"",""section_name"":""Management"",""position"":73043},{""term"":""AI"",""section_num"":""7"",""section_name"":""Management"",""position"":73068},{""term"":""machine_learning"",""section_num"":""7"",""section_name"":""Management"",""position"":73073},{""term"":""AI"",""section_num"":""7"",""section_name"":""Management"",""position"":76625},{""term"":""AI"",""section_num"":""7"",""section_name"":""Management"",""position"":80048},{""term"":""machine_learning"",""section_num"":""7"",""section_name"":""Management"",""position"":81236},{""term"":""AI"",""section_num"":""7"",""section_name"":""Management"",""position"":81258},{""term"":""machine_learning"",""section_num"":""7"",""section_name"":""Management"",""position"":85320},{""term"":""machine_learning"",""section_num"":""7"",""section_name"":""Management"",""position"":85526},{""term"":""machine_learning"",""section_num"":""7"",""section_name"":""Management"",""position"":85848},{""term"":""machine_learning"",""section_num"":""7"",""section_name"":""Management"",""position"":86646},{""term"":""machine_learning"",""section_num"":""7"",""section_name"":""Management"",""position"":121857},{""term"":""AI"",""section_num"":""7"",""section_name"":""Management"",""position"":121878}]"
102,Nucor,NUE,has_10k,,Manufacturing,"Steel Works, Blast Furnaces & Rolling Mills",2023-03-01T00:00:00Z,41513.0,13.8,0,0,0,0,0,0,0,0,no_ai_mention,Hannibal also provides retrofit services to support customers' efforts to modernize and/or repurpose existing facilities.,,"[{""text"": ""Hannibal also provides retrofit services to support customers' efforts to modernize and/or repurpose existing facilities."", ""type"": ""benefit""}, {""text"": ""Nucor has completed construction of a new $352 million third generation flexible galvanizing line with an annual capacity of approximately 500,000 tons at our Nucor Steel Arkansas facility."", ""type"": ""benefit""}]",https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NUE&type=10-K,
103,TIAA,PRIVATE,private,Private company - no 10-K filing,,,,,,0,0,0,0,0,0,0,0,no_ai_mention,,,,,
104,Massachusetts Mutual Life Insurance,PRIVATE,private,Private company - no 10-K filing,,,,,,0,0,0,0,0,0,0,0,no_ai_mention,,,,,
105,General Dynamics,GD,has_10k,,Aerospace & Defense,Ship And Boat Building And Repairing,2023-02-07T00:00:00Z,39407.0,2.4,7,6,1,0,0,0,0,0,benefit,"We apply AI/ML to expand the human capacity to make better decisions and implement smarter actions as we automate, secure and enhance our customers' operations. For the Department of Veterans Affairs (VA), GDIT leverages managed services and AI/ML to accelerate veteran benefits claims processing, develops applications and software to improve the veteran user experience, and provides on-demand 24/7/365 IT support to more than 500,000 VA personnel nationwide.",,"[{""text"": ""We apply AI/ML to expand the human capacity to make better decisions and implement smarter actions as we automate, secure and enhance our customers' operations. For the Department of Veterans Affairs (VA), GDIT leverages managed services and AI/ML to accelerate veteran benefits claims processing, develops applications and software to improve the veteran user experience, and provides on-demand 24/7/365 IT support to more than 500,000 VA personnel nationwide."", ""type"": ""benefit""}, {""text"": ""As technology continues to advance, we are at the forefront of new technological trends, including cloud computing, cybersecurity, zero trust, fifth generation (5G) technology, artificial intelligence and machine learning (AI/ML), data analytics, and high-performance computing."", ""type"": ""benefit""}]",https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GD&type=10-K,"[{""term"":""artificial_intelligence"",""section_num"":""7"",""section_name"":""AEROSPACE"",""position"":89145},{""term"":""machine_learning"",""section_num"":""7"",""section_name"":""AEROSPACE"",""position"":89173},{""term"":""AI"",""section_num"":""7"",""section_name"":""AEROSPACE"",""position"":89191},{""term"":""AI"",""section_num"":""7"",""section_name"":""AEROSPACE"",""position"":89585},{""term"":""AI"",""section_num"":""7"",""section_name"":""AEROSPACE"",""position"":90832},{""term"":""AI"",""section_num"":""7"",""section_name"":""AEROSPACE"",""position"":91303},{""term"":""AI"",""section_num"":""7"",""section_name"":""AEROSPACE"",""position"":91542}]"
106,Capital One Financial,COF,has_10k,,Financial Services,National Commercial Banks,2023-02-24T00:00:00Z,38373.0,19.8,3,2,1,0,0,0,0,0,risk,,"The use of artificial intelligence, 'bots' or other automation software can increase the velocity and efficacy of these types of attacks.","[{""text"": ""The use of artificial intelligence, 'bots' or other automation software can increase the velocity and efficacy of these types of attacks."", ""type"": ""risk""}, {""text"": ""Adoption of new technologies, such as distributed ledger technologies, tokenization, cloud computing, artificial intelligence and machine learning technologies, can present unforeseen challenges in applying and relying on existing compliance systems."", ""type"": ""risk""}]",https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=COF&type=10-K,"[{""term"":""artificial_intelligence"",""section_num"":""1"",""section_name"":""Business"",""position"":238009},{""term"":""artificial_intelligence"",""section_num"":""1"",""section_name"":""Business"",""position"":253689},{""term"":""machine_learning"",""section_num"":""1"",""section_name"":""Business"",""position"":253717}]"
107,HF Sinclair,DINO,has_10k,,Energy,"Pipelines, Except Natural Gas",2023-02-28T00:00:00Z,38205.0,107.8,0,0,0,0,0,0,0,0,no_ai_mention,"Our business is dependent upon increasingly complex information technology systems and other digital technologies for controlling our plants and pipelines, processing transactions and summarizing and reporting results of operations. The secure collection, processing, maintenance, storage, and transmission of information is critical to our operations.",,"[{""text"": ""Our business is dependent upon increasingly complex information technology systems and other digital technologies for controlling our plants and pipelines, processing transactions and summarizing and reporting results of operations. The secure collection, processing, maintenance, storage, and transmission of information is critical to our operations."", ""type"": ""benefit""}, {""text"": ""We monitor our information technology systems on a 24/7 basis in an effort to detect cyberattacks, security breaches or unauthorized access. Preventative and detective measures we utilize include independent cybersecurity audits and penetration tests. We implemented these efforts along with other risk mitigation procedures designed to detect and address unauthorized and damaging activity on our network, stay abreast of the increasing cybersecurity threat landscape and improve our cybersecurity posture."", ""type"": ""benefit""}]",https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DINO&type=10-K,
108,Dollar General,DG,has_10k,,Retail,Variety Stores,2023-03-24T00:00:00Z,37845.0,10.6,0,0,0,0,0,0,0,0,no_ai_mention,"We continue to implement and invest in certain strategic initiatives that we believe will help drive profitable sales growth with both new and existing customers and capture long-term growth opportunities. Such opportunities include providing our customers with additional shopping access points and even greater convenience by leveraging and developing digital tools and technology, such as our Dollar General app, which contains a variety of tools to enhance the in-store shopping experience.",,"[{""text"": ""We continue to implement and invest in certain strategic initiatives that we believe will help drive profitable sales growth with both new and existing customers and capture long-term growth opportunities. Such opportunities include providing our customers with additional shopping access points and even greater convenience by leveraging and developing digital tools and technology, such as our Dollar General app, which contains a variety of tools to enhance the in-store shopping experience."", ""type"": ""benefit""}, {""text"": ""We are continuing to deploy 'Fast Track,' an initiative aimed at further enhancing our convenience proposition and in-stock position as well as creating labor efficiencies within our stores. The completed portion of the first phase of Fast Track involved sorting process optimization within our non-refrigerated distribution centers, as well as increased shelf-ready packaging, to allow for greater store-level stocking efficiencies, while the current focus involves adding a self-checkout option, which we now have in the majority of our stores."", ""type"": ""benefit""}]",https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DG&type=10-K,
109,Arrow Electronics,ARW,has_10k,,Retail,Electronic Parts And Equipment,2023-02-09T00:00:00Z,37124.0,7.7,0,0,0,0,0,0,0,0,no_ai_mention,"The company guides innovation forward by helping its customers in the areas of industrial automation, edge computing, cloud computing, and smart and connected devices, homes, cities, and transportation to deliver new technologies that improve businesses' performance and consumers' lives.",,"[{""text"": ""The company guides innovation forward by helping its customers in the areas of industrial automation, edge computing, cloud computing, and smart and connected devices, homes, cities, and transportation to deliver new technologies that improve businesses' performance and consumers' lives."", ""type"": ""benefit""}, {""text"": ""The company expects digital technologies to have a significant impact on distribution of components and electronic computing solutions over time, and its customers increasingly expect the company's platforms to offer a digital customer experience. For example, the ability for customers to access their accounts, place orders, and otherwise interface with the company using digital technology is an important aspect of the distribution industry, and distribution companies are rapidly introducing new digital and other technology-driven products and services that aim to offer a better customer experience and reduce costs."", ""type"": ""benefit""}]",https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ARW&type=10-K,
110,Occidental Petroleum,OXY,has_10k,,Energy,Crude Petroleum & Natural Gas,2023-05-09T00:00:00Z,37095.0,38.6,0,0,0,0,0,0,0,0,no_ai_mention,"Occidental incurs capital expenditures that extend the remaining useful lives of existing assets, increase their capacity or operating efficiency beyond the original specification or add value through modification for a different use.",,"[{""text"": ""Occidental incurs capital expenditures that extend the remaining useful lives of existing assets, increase their capacity or operating efficiency beyond the original specification or add value through modification for a different use."", ""type"": ""benefit""}, {""text"": ""Occidental reviews and adjusts its environmental remediation liabilities accordingly based on new technologies or engineering estimates."", ""type"": ""benefit""}]",https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=OXY&type=10-K,
111,Northwestern Mutual,PRIVATE,private,Private company - no 10-K filing,,,,,,0,0,0,0,0,0,0,0,no_ai_mention,,,,,
112,Travelers,TRV,has_10k,,Financial Services,"Fire, Marine And Casualty Insurance",2023-02-16T00:00:00Z,36884.0,5.9,4,3,1,0,0,0,0,0,both,"In recent years, the Company has invested significant additional resources in many of its claims handling operations, including digital, analytics, artificial intelligence and automation capabilities, and regularly monitors the effect of those investments to ensure a consistent optimization among outcomes, cost and service.","For example, our competitive position could be impacted if we are unable to deploy, in a cost effective and competitive manner, technology such as artificial intelligence and machine learning that collects and analyzes a wide variety of data points (so-called ""big data"" analysis) to make underwriting or other decisions, or if our competitors collect and use data which we do not have the ability to access or use.","[{""text"": ""In recent years, the Company has invested significant additional resources in many of its claims handling operations, including digital, analytics, artificial intelligence and automation capabilities, and regularly monitors the effect of those investments to ensure a consistent optimization among outcomes, cost and service."", ""type"": ""benefit""}, {""text"": ""For example, our competitive position could be impacted if we are unable to deploy, in a cost effective and competitive manner, technology such as artificial intelligence and machine learning that collects and analyzes a wide variety of data points (so-called \""big data\"" analysis) to make underwriting or other decisions, or if our competitors collect and use data which we do not have the ability to access or use."", ""type"": ""risk""}]",https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TRV&type=10-K,"[{""term"":""artificial_intelligence"",""section_num"":"""",""section_name"":""PREAMBLE"",""position"":202126},{""term"":""artificial_intelligence"",""section_num"":""1A"",""section_name"":""RISK FACTORS"",""position"":371730},{""term"":""machine_learning"",""section_num"":""1A"",""section_name"":""RISK FACTORS"",""position"":371758},{""term"":""artificial_intelligence"",""section_num"":""1A"",""section_name"":""RISK FACTORS"",""position"":388366}]"
